1,69.9207
2,59.3936
3,67.2425
4,78.4417
5,72.0952
6,72.3097
7,74.1975
8,71.1694
9,57.8407
10,58.5719
11,58.6422
12,59.3077
13,60.6759
14,59.8127
15,62.994
16,61.6487
17,61.0921
18,61.798
19,62.2099
20,63.2319
21,63.499
22,63.6569
23,64.6258
24,63.7991
25,63.5736
26,64.8059
27,65.4604
28,67.8517
29,69.8252
30,83.0733
31,69.7268
32,67.9346
33,69.223
34,69.6794
35,70.1688
36,70.9533
37,71.39
38,71.5111
39,73.1028
40,72.0572
41,72.5567
42,75.2931
43,74.624
44,75.4304
45,75.0598
46,61.8959
47,62.9417
48,61.3423
49,62.2241
50,62.9115
51,63.5889
52,64.3329
53,63.3301
54,59.3413
55,76.8611
56,80.6908
57,81.1407
58,81.9601
59,82.5499
60,76.1246
61,73.5263
62,74.1139
63,74.6495
64,71.3176
65,71.9327
66,72.5614
67,65.5054
68,65.7664
69,49.3855
70,46.7853
71,47.06
72,45.7819
73,44.8667
74,46.7123
75,46.8518
76,47.7091
77,41.7631
78,42.4833
79,43.3729
80,42.0349
81,42.2259
82,42.1366
83,42.9327
84,43.1532
85,43.5559
86,44.0124
87,45.0058
88,42.608
89,39.4734
90,40.43
91,40.505
92,41.1099
93,41.4881
94,41.7758
95,42.7116
96,40.9827
97,40.6472
98,40.923
99,41.0978
100,42.3599
101,42.5868
102,43.3142
103,43.437
104,44.298
105,44.0731
106,43.882
107,43.89
108,43.7831
109,44.7407
110,44.9583
111,45.3718
112,44.6263
113,44.6988
114,44.7015
115,45.0577
116,46.0792
117,46.0778
118,46.8898
119,48.2385
120,50.6051
121,46.0525
122,50.2545
123,47.1557
124,51.3793
125,47.7949
126,52.3514
127,48.5489
128,51.8633
129,47.3117
130,51.1778
131,47.3888
132,52.4693
133,48.5073
134,53.6669
135,49.61
136,52.6877
137,49.5267
138,49.996
139,49.7925
140,54.4847
141,50.4184
142,51.4989
143,51.5502
144,50.5238
145,50.0822
146,50.9866
147,51.6869
148,55.3171
149,56.3997
150,52.3269
151,57.9526
152,52.4394
153,64.5808
154,52.429
155,56.9621
156,56.4514
157,55.4468
158,61.8186
159,55.0027
160,53.5722
161,52.6995
162,53.6728
163,53.6706
164,54.6745
165,55.1382
166,55.4146
167,59.8796
168,54.5965
169,55.2104
170,55.3409
171,55.7963
172,56.2514
173,56.8233
174,57.596
175,57.4188
176,56.3816
177,56.6677
178,57.9192
179,57.4327
180,59.9972
181,89.3436
182,91.6992
183,92.33
184,89.908
185,90.5458
186,91.0239
187,60.4687
188,60.4914
189,60.0405
190,60.7119
191,61.1261
192,58.7542
193,59.308
194,59.133
195,59.7187
196,60.801
197,60.448
198,61.2991
199,61.7293
200,61.041
201,61.2453
202,61.2906
203,62.0607
204,62.1862
205,72.7597
206,92.9072
207,80.1645
208,75.7546
209,76.5066
210,68.0769
211,63.8148
212,65.3825
213,69.4623
214,70.3913
215,66.3571
216,68.4657
217,65.4131
218,66.098
219,66.9092
220,68.1689
221,67.5303
222,67.4196
223,67.9638
224,66.885
225,67.3642
226,67.7442
227,67.6637
228,67.7774
229,69.8255
230,79.7613
231,71.1018
232,70.8505
233,68.8555
234,69.3409
235,69.3525
236,69.8746
237,69.8693
238,70.003
239,69.8288
240,70.0067
241,70.1974
242,70.0982
243,70.9737
244,71.0746
245,71.2331
246,73.0285
247,71.9788
248,71.529
249,71.4126
250,71.7707
251,77.3066
252,83.1733
253,72.7943
254,73.2716
255,73.5181
256,72.874
257,72.7965
258,73.29
259,73.6074
260,75.3018
261,73.6015
262,74.3759
263,74.5315
264,74.679
265,75.172
266,75.403
267,75.5742
268,75.7794
269,75.8107
270,77.0883
271,76.4607
272,76.3334
273,77.2686
274,83.3339
275,120.815
276,127.052
277,123.205
278,124.317
279,111.277
280,87.9929
281,88.4765
282,83.7737
283,80.9934
284,78.4341
285,78.7814
286,79.6713
287,79.1443
288,78.938
289,78.8506
290,79.4832
291,79.5101
292,80.132
293,104.738
294,80.1995
295,81.7071
296,81.2434
297,80.9975
298,81.5681
299,85.186
300,93.0491
301,82.147
302,81.394
303,85.6956
304,82.2282
305,86.383
306,82.5227
307,83.8901
308,82.3575
309,83.1165
310,83.2382
311,83.6997
312,89.0498
313,91.3728
314,87.6465
315,83.7445
316,87.9708
317,88.2738
318,90.0321
319,89.5191
320,88.4142
321,84.5588
322,85.8129
323,85.4068
324,85.7704
325,90.1904
326,86.5656
327,85.9121
328,86.4115
329,86.5669
330,130.426
331,133.809
332,90.9623
333,89.5471
334,88.1
335,88.5918
336,87.7261
337,87.9685
338,88.2035
339,88.1366
340,88.9991
341,90.2306
342,89.024
343,89.1576
344,89.0527
345,90.2747
346,91.1064
347,90.0204
348,90.1635
349,90.0745
350,158.159
351,152.744
352,148.382
353,119.933
354,91.2336
355,91.2616
356,91.5265
357,91.7047
358,92.3495
359,92.5308
360,93.088
361,92.3887
362,92.8724
363,96.8967
364,102.954
365,93.5297
366,97.7211
367,97.1015
368,97.4352
369,93.7446
370,97.7755
371,94.3431
372,94.3691
373,95.363
374,94.892
375,95.2628
376,94.793
377,94.9645
378,95.3524
379,95.8456
380,95.817
381,95.9285
382,106.082
383,101.013
384,98.3687
385,99.6586
386,96.8286
387,97.1863
388,97.4751
389,97.6601
390,97.6952
391,97.7773
392,98.1134
393,98.3766
394,98.4668
395,99.0733
396,99.1814
397,99.6179
398,99.5121
399,109.217
